,name,address,location,longitude,latitude,location2,location3
389,Restaurante 101,"R. João Vaz 101,São Lourenço, Portugal","Setúbal, Portugal",-9.02568269,38.54032542,São Lourenço,Setúbal
390,Culto Panorâmico,"Av. dos Cavaleiros de Santiago e Espada 4,Palmela, Portugal","Setúbal, Portugal",-8.8988067,38.567189,Palmela,Setúbal
391,TajBom,"Av. Antoine Velge, lote 3 - Quinta da Glória,Palmela, Portugal","Setúbal, Portugal",-8.8878879,38.5655501,Palmela,Setúbal
392,Casa Borba Pizzaria,"R. de Lisboa,São Lourenço, Portugal","Setúbal, Portugal",-7.18417828,38.87735365,São Lourenço,Setúbal
393,Exotic Sushi Fusion,"R. Manuel Maria Barbosa du Bocage,Pinhal Novo, Portugal","Setúbal, Portugal",-8.9128534,38.6268128,Pinhal Novo,Setúbal
394,La Picanha,"Largo José Afonso 69,Setúbal, Portugal","Setúbal, Portugal",-8.8988667,38.5211778,Setúbal,Setúbal
395,Oficina da Carne - Tróia,"Alameda da Marina, Lj. LM6, 7570-789, Portugal,Carvalhal (GDL), Portugal","Setúbal, Portugal",-8.1181504,37.07348594,Carvalhal (GDL),Setúbal
396,Pousada de Palmela,"Pousada de Palmela,Palmela, Portugal","Setúbal, Portugal",-9.0231781,39.5059166,Palmela,Setúbal
397,Delhi Darbar - Quinta do Conde,"R. das Faias 1101,Q.ta do Conde, Portugal","Setúbal, Portugal",-8.74287224,41.35379791,Q.ta do Conde,Setúbal
398,Subarashi Viana,"Praça da Liberdade a1,Viana do Castelo, Portugal","Viana do Castelo, Portugal",-7.57806985,40.25614851,Viana do Castelo,Viana do Castelo
399,O Botequim,"Av. do Meio 146,Viana do Castelo, Portugal","Viana do Castelo, Portugal",-8.85228151,41.70907068,Viana do Castelo,Viana do Castelo
400,Bota D'Água,"Largo João Tomás da Costa, 44,Viana do Castelo, Portugal","Viana do Castelo, Portugal",-8.82573031,41.69224904,Viana do Castelo,Viana do Castelo
401,Piteu,"R. dos Rubins 84,Viana do Castelo, Portugal","Viana do Castelo, Portugal",-8.83036098,41.69301752,Viana do Castelo,Viana do Castelo
402,Pousada Viana do Castelo,"Monte de Santa Luzia,Viana do Castelo, Portugal","Viana do Castelo, Portugal",-8.59833813,41.75567245,Viana do Castelo,Viana do Castelo
403,O Laranjeira,"Rua Manuel Espregueira - 24,Viana do Castelo, Portugal","Viana do Castelo, Portugal",-8.82882365,41.69293197,Viana do Castelo,Viana do Castelo
404,Alcazar,"Avenida S.Romão, nº7,Neiva,Neiva, Portugal","Viana do Castelo, Portugal",-8.770653,41.6369081,Neiva,Viana do Castelo
405,Senhor Bacalhau,"4900-066,Afife, Portugal","Viana do Castelo, Portugal",-8.85706234,41.77898026,Afife,Viana do Castelo
406,Sky Valley Esposende,"Av. Eng. Eduardo Arantes e Oliveira,Esposende, Portugal","Viana do Castelo, Portugal",-8.78338484,41.53289332,Esposende,Viana do Castelo
407,Argaço Food & Drinks,"R. de Fontela,Moledo, Portugal","Viana do Castelo, Portugal",-8.10533569,41.4764745,Moledo,Viana do Castelo
408,Gula Steakhouse,"R. Francisco António da Guarda 2,Esposende, Portugal","Viana do Castelo, Portugal",-7.2675727,40.5394755,Esposende,Viana do Castelo
409,Restaurante Espelho D´Água Hotel Porta do Sol,"Av. Dr. Dantas Carneiro 104,Caminha, Portugal","Viana do Castelo, Portugal",-8.86275345,41.84732691,Caminha,Viana do Castelo
410,Samsara by Sky Valley,"R. do Farol,Marinhas, Portugal","Viana do Castelo, Portugal",-8.79012975,41.5441515,Marinhas,Viana do Castelo
411,Lagoa Azul,"R. 5 de Outubro 88,Vila Praia de Âncora, Portugal","Viana do Castelo, Portugal",-8.8647119,41.8151427,Vila Praia de Âncora,Viana do Castelo
412,Louro,"Largo do Esteiro, 5     Viana do Castelo,Torre, Portugal","Viana do Castelo, Portugal",-8.73695599,41.70973056,Torre,Viana do Castelo
413,Um Cibo à mesa,"R. de Montezelos 316,Vila Real, Portugal","Vila Real, Portugal",-7.7443813,41.3100671,Vila Real,Vila Real
414,CAISDAVILLA,"Rua Monsenhor Jerónimo do Amaral,,Vila Real, Portugal","Vila Real, Portugal",-7.73813111,41.2945525,Vila Real,Vila Real
415,Loja do Covilhete,"R. António de Azevedo nº 60,Vila Real, Portugal","Vila Real, Portugal",-7.7425305,41.3032595,Vila Real,Vila Real
416,El Camino,"Av. da Europa 14,Vila Real, Portugal","Vila Real, Portugal",-7.7386973,41.3049765,Vila Real,Vila Real
417,GA.RE. - Garrafeira & Restaurante,"Rua Doutor Lourenço Camilo Costa,Vila Real, Portugal","Vila Real, Portugal",-7.72713385,41.29296722,Vila Real,Vila Real
418,O Pisco - Restaurante Regional,"R. da Quinta da Mata 5000,Vila Real, Portugal","Vila Real, Portugal",-7.76918569,41.31080346,Vila Real,Vila Real
419,TerraMar,"Zona Industrial Constatim Lote 151,Vila Real, Portugal","Vila Real, Portugal",-7.6315732,41.55502701,Vila Real,Vila Real
420,Sushi Real,"N313 23,Vila Real, Portugal","Vila Real, Portugal",-7.7409814,41.3017705,Vila Real,Vila Real
421,Borralha Restaurante,"Travessa Moreira de Carvalho nº2,Vila Real, Portugal","Vila Real, Portugal",-8.71500618,41.3363673,Vila Real,Vila Real
422,Restaurante Convívio,"Rua Vasco Sameiro, Travessa António Silva nº 8,Vila Real, Portugal","Vila Real, Portugal",-7.72343674,41.29773072,Vila Real,Vila Real
423,Casa Chuço,"R. da Raia 266,Vila Real, Portugal","Vila Real, Portugal",-7.76502321,41.306165,Vila Real,Vila Real
424,DOC Douro - Chef Rui Paula,"Estrada Nacional, 222,Folgosa, Portugal","Vila Real, Portugal",-7.68216118,41.15145043,Folgosa,Vila Real
425,Casa do Arco by Douro Exclusive,"5085-252,São Cristovão do Douro, Portugal","Vila Real, Portugal",-7.55095148,41.2073288,São Cristovão do Douro,Vila Real
426,"Quinta do Portal, Casa das Pipas","Estrada Nacional 323, Celeirós,Sabrosa, Portugal","Vila Real, Portugal",-7.57985487,41.26236297,Sabrosa,Vila Real
427,The River Restaurante,"R. José Vasques Osório,Peso da Régua, Portugal","Vila Real, Portugal",-7.7818707,41.15702797,Peso da Régua,Vila Real
428,Quinta dos Românticos,"Largo 27 de Maio 84,Canelas, Portugal","Vila Real, Portugal",-7.72920195,41.16495892,Canelas,Vila Real
429,Restaurante Viriato,"Rua do Hospital - Pousada de Viseu,Viseu, Portugal","Viseu, Portugal",-7.91346769,40.6525189,Viseu,Viseu
430,Aromático 54,"Largo Prebenda, 51,Viseu, Portugal","Viseu, Portugal",-7.91011731,40.65903586,Viseu,Viseu
431,Pizzaria Luzzo Viseu,"R. da Paz 1 a 5,Viseu, Portugal","Viseu, Portugal",-7.9126858,40.6569001,Viseu,Viseu
432,Muralha da Sé,"R. Adro 24,Viseu, Portugal","Viseu, Portugal",-7.91212938,40.6599643,Viseu,Viseu
433,Hamburgueria do Club,"Av. Dom João II 23,Braga, Portugal","Braga, Portugal",-8.3952917,41.5527703,Braga,Braga
434,Pizzaria Casa Napoli,"Rua Urbanização Quinta dos Orfeãos BL A,Braga, Portugal","Braga, Portugal",-8.44165645,41.54119,Braga,Braga
435,Armazém da Sé,"R. Dom Frei Caetano Brandão 95,Braga, Portugal","Braga, Portugal",-8.4285463,41.5500106,Braga,Braga
436,Nikko,"R. Dom Frei Caetano Brandão 177,Braga, Portugal","Braga, Portugal",-8.428246,41.548369,Braga,Braga
437,Bill's Sports Bar,"R. Cónego Rafael Álvares da Costa 26,Braga, Portugal","Braga, Portugal",-8.4053636,41.5504186,Braga,Braga
438,Antù Braga,"R. do Souto 42,Braga, Portugal","Braga, Portugal",-8.4256228,41.5505509,Braga,Braga
439,Beijing ,"R. Dr. Carlos Lloyd Braga 12,Braga, Portugal","Braga, Portugal",-8.4007757,41.552509,Braga,Braga
440,Dona Pipa,"R. Dom Rodrigo da Cunha,Braga, Portugal","Braga, Portugal",-8.41162606,41.53089764,Braga,Braga
441,Inato Bistrô,"Praça do Município 7,Braga, Portugal","Braga, Portugal",-8.42753995,41.55079717,Braga,Braga
442,Méze,"Praça Conde de Agrolongo 71,Braga, Portugal","Braga, Portugal",-8.42785021,41.55254893,Braga,Braga
443,Esperança Verde,"Av. Dr. Artur Soares 312,Braga, Portugal","Braga, Portugal",-8.42628752,41.56073796,Braga,Braga
444,Café Astória,"Praça da República 4,Braga, Portugal","Braga, Portugal",-8.4233262,41.551846,Braga,Braga
445,ROLHA - Restaurante & Garrafeira,"R. da Igreja 84,Braga, Portugal","Braga, Portugal",-8.4174125,41.5258471,Braga,Braga
446,Kartilho,"R. Dom Afonso Henriques 36, 38,Braga, Portugal","Braga, Portugal",-8.4276959,41.5488482,Braga,Braga
447,Steakhouse Churrasqueira Nacional,"R. Fotógrafo Arcelino,Braga, Portugal","Braga, Portugal",-8.42714695,41.52193,Braga,Braga
448,Terminal 4700,"R. Andrade Corvo 54,Braga, Portugal","Braga, Portugal",-8.4308049,41.5502027,Braga,Braga
449,O Gato do Rio,"Tv. de Linhares 4,Braga, Portugal","Braga, Portugal",-8.3746508,41.5669039,Braga,Braga
450,Mamma Mia Ristorante Pizzeria,"Praceta Amândio Ferreira Pinto 8,Braga, Portugal","Braga, Portugal",-8.3863622,41.5681125,Braga,Braga
451,Cervejaria F - Makro,"Praceta Pedro da Rocha 4,Braga, Portugal","Braga, Portugal",-8.40283378,41.5501851,Braga,Braga
452,La Porta Braga,"R. Dom Diogo de Sousa 19,Braga, Portugal","Braga, Portugal",-8.429073,41.5504191,Braga,Braga
453,Habanero-Restaurante & Bar Mexicano,"R. António Marinho 10,Braga, Portugal","Braga, Portugal",-8.4195724,41.558545,Braga,Braga
454,Pizzaria Pizza Braga,"Praceta João Beltrão 4,Braga, Portugal","Braga, Portugal",-8.40388434,41.55078475,Braga,Braga
455,The Big Guy - Burger Bar,"Praceta do Vilar 4,Braga, Portugal","Braga, Portugal",-8.3985587,41.5588009,Braga,Braga
456,Cante Food & Friends,"R. do Forno 17,Braga, Portugal","Braga, Portugal",-8.4262903,41.549483,Braga,Braga
457,Pampa's Churrascaria,"Praça Gen. Humberto Delgado,Braga, Portugal","Braga, Portugal",-8.4110807,41.5424063,Braga,Braga
458,A Brasileira,"Largo Barão de São Martinho 17,Braga, Portugal","Braga, Portugal",-8.42366877,41.55083071,Braga,Braga
459,Ristorante Papilloni,"Largo Sra. A. Branca 90,Braga, Portugal","Braga, Portugal",-8.4163567,41.5517679,Braga,Braga
460,Tia Isabel,"R. Eng. Afonso José Fonseca 41,Braga, Portugal","Braga, Portugal",-8.4293061,41.5540945,Braga,Braga
461,Diana Restaurant,"R. Dom Frei Caetano Brandão, 172 r/c,Braga, Portugal","Braga, Portugal",-8.42841137,41.5485123,Braga,Braga
462,Centurium,"Av. Central 134,Braga, Portugal","Braga, Portugal",-8.4195598,41.5513423,Braga,Braga
463,Alma d’Eça,"R. Eça de Queirós 28,Braga, Portugal","Braga, Portugal",-8.4259361,41.5516734,Braga,Braga
464,Restaurante Delfim,"Rua das Oliveiras, 30, Ferreiros - Braga,Braga, Portugal","Braga, Portugal",-8.42063842,41.55425601,Braga,Braga
465,Ohlala,"Av. Dom João II 97,Braga, Portugal","Braga, Portugal",-8.39512127,41.55252484,Braga,Braga
466, Oboé Restaurant & Club,"R. Dr. Gonçalo Sampaio 16/18,Braga, Portugal","Braga, Portugal",-8.4599147,41.5579721,Braga,Braga
467,Mostarda & Chocolate,"Praça Conde de Agrolongo, n161,Braga, Portugal","Braga, Portugal",-8.4276417,41.55227735,Braga,Braga
468,Sale & Dolce,"Rua de São Paulo, n.º 1,Braga, Portugal","Braga, Portugal",-8.4273182,41.5482818,Braga,Braga
469,Il Fiume - Nogueiró,"R. Dr. Carlos Loyd Braga 13,Braga, Portugal","Braga, Portugal",-8.40054795,41.55302435,Braga,Braga
470,Sempiedade Braga,"R. Dr. Loureiro Amorim 14-22,Braga, Portugal","Braga, Portugal",-8.42042256,41.51013385,Braga,Braga
471,Caffe Italy,"Praça da República,Braga, Portugal","Braga, Portugal",-8.4230309,41.55113588,Braga,Braga
472,Alma do Raio,"Rua do Raio, 28,Braga, Portugal","Braga, Portugal",-8.44056331,41.53349043,Braga,Braga
473,Bistrô Chefão Steak House,"Largo São Francisco, Braga, Portugal,Braga, Portugal","Braga, Portugal",-8.42358998,41.55184587,Braga,Braga
474,Il Fiume - Real,"R. do Pq. Norte 33C,Braga, Portugal","Braga, Portugal",-8.7591017,41.4924136,Braga,Braga
475,Pevidém 3,"Avenida Dom João II, nº71,Braga, Portugal","Braga, Portugal",-8.39482985,41.55592955,Braga,Braga
476,Restaurante Kianda,"R. Dom Frei Caetano Brandão 120-122,Braga, Portugal","Braga, Portugal",-8.4273942,41.5504231,Braga,Braga
477,Donna Sé,"Largo do Paço 18,Braga, Portugal","Braga, Portugal",-8.42632845,41.5507018,Braga,Braga
478,Comilaum,"R. Monsenhor Airosa 62,Braga, Portugal","Braga, Portugal",-8.425356,41.5420791,Braga,Braga
479,"Tábuas, Copos & Outras Cenas","R. Dom Gonçalo Pereira 54,Braga, Portugal","Braga, Portugal",-8.4268821,41.54884,Braga,Braga
480,A Taberna da Praça,"Largo da Praça Velha 9,Braga, Portugal","Braga, Portugal",-8.4288655,41.550144,Braga,Braga
481,Il Fiume - Maximinos,"R. Manuel Carneiro loja 2,Braga, Portugal","Braga, Portugal",-8.42935325,41.54141266,Braga,Braga
482,Barra 46,"R. Dom Paio Mendes 46,Braga, Portugal","Braga, Portugal",-8.42932325,41.54943105,Braga,Braga
483,Bracara Augusta,"Av. João XXI 671,Braga, Portugal","Braga, Portugal",-8.41708347,41.54816087,Braga,Braga
484,Colher d'Pau Taberna,"Largo da Praça Velha 17,Braga, Portugal","Braga, Portugal",-8.42885979,41.55004828,Braga,Braga
485,Bendito's Burger and Beer,"Av. Padre Júlio Fragata 88,Braga, Portugal","Braga, Portugal",-8.40757835,41.56080091,Braga,Braga
486,SANNO - Healthy Food | Braga,"Largo do Paço 14,Braga, Portugal","Braga, Portugal",-8.4264461,41.5504656,Braga,Braga
487,Fornito Restaurante e Pizzaria,"R. Cândido de Sousa 25,Braga, Portugal","Braga, Portugal",-8.41386297,41.5600865,Braga,Braga
488,Taberna da Pizza,"Largo de São Francisco 32,Braga, Portugal","Braga, Portugal",-8.42371567,41.5520134,Braga,Braga
489,Pecado da Sé,"R. do Forno, 22,Braga, Portugal","Braga, Portugal",-8.43701235,41.50482516,Braga,Braga
490,Time To,"R. Dom Afonso Henriques 7,Braga, Portugal","Braga, Portugal",-8.4279963,41.5488411,Braga,Braga
491,Félix Taberna,"Largo da Praça Velha 17,Braga, Portugal","Braga, Portugal",-8.42885979,41.55004828,Braga,Braga
492,O Portico,"Largo do Arco,Braga, Portugal","Braga, Portugal",-8.4148025,41.55773695,Braga,Braga
493,Águas de Bacalhau,"Campo das Hortas 18,Braga, Portugal","Braga, Portugal",-8.42992318,41.54975809,Braga,Braga
494,EAT FIT gnration,"Praça Conde de Agrolongo,Braga, Portugal","Braga, Portugal",-8.42859725,41.55175815,Braga,Braga
495,Cervejaria F - Tribunal,"Praça da Justiça 168,Braga, Portugal","Braga, Portugal",-8.41322435,41.5485187,Braga,Braga
496,Taberna do Migaitas,"R. Dom Gonçalo Pereira, 39,Braga, Portugal","Braga, Portugal",-8.4273631,41.5493946,Braga,Braga
497,Braga Marisco,"R. Fonte Carreira 13,Braga, Portugal","Braga, Portugal",-8.46364473,41.56351924,Braga,Braga
498,Mimo's Smoke House,"Rua do Raio 279, C. C. do Rechicho 15 Cave,Braga, Portugal","Braga, Portugal",-8.4332239,41.3919646,Braga,Braga
499,La Piola,"R. Dom Afonso Henriques 33,Braga, Portugal","Braga, Portugal",-8.4275903,41.5490135,Braga,Braga
500,Darema Street Food,"Largo de São João do Souto 13a,Braga, Portugal","Braga, Portugal",-8.4248501,41.5502243,Braga,Braga
501,Marie Restaurante,"Largo Sra. A. Branca,Braga, Portugal","Braga, Portugal",-8.41727322,41.55177565,Braga,Braga
502,Letraria - Craft Beer Library Braga,"R. Dom Gonçalo Pereira 35,Braga, Portugal","Braga, Portugal",-8.4273873,41.5494384,Braga,Braga
503,Atravessado,"R. de Santo António das Travessas 30,Braga, Portugal","Braga, Portugal",-8.35566511,41.51858057,Braga,Braga
504,Idealysta,"R. Artur Garibaldi 13,Nogueira, Portugal","Braga, Portugal",-8.4188627,41.5301392,Nogueira,Braga
505,Indian Papadum restaurant,"Largo de Heliodoro Salgado n 2, R/C,Portimão, Portugal","Portimão, Portugal",-8.5367591,37.1369659,Portimão,Portimão
506,Al Fresco,"Edificio Vau Costa, Loja F,Portimão, Portugal","Portimão, Portugal",-8.53439903,37.13763428,Portimão,Portimão
507,Segreti d'Itália - Portimão,"R. Poe. João Brás,Portimão, Portugal","Portimão, Portugal",-8.54331765,37.13620198,Portimão,Portimão
508,Allbeef Restaurante,"Av V3, Sitio dos 3 castelos – Praia da Rocha,Portimão, Portugal","Portimão, Portugal",-8.54352583,37.12118984,Portimão,Portimão
509,O Quinto Império,"Av. João Paulo II L2,Portimão, Portugal","Portimão, Portugal",-8.55782471,37.12635177,Portimão,Portimão
510,Numa Restaurante,"Av. Miguel Bombarda 17,Portimão, Portugal","Portimão, Portugal",-8.5414295,37.1334445,Portimão,Portimão
511,A Adega da Torralta ,"Adega, Quinta do Ribeiro,Alvor, Portugal","Portimão, Portugal",-8.59394169,37.12870789,Alvor,Portimão
512,Allgarbe,"R. da Hortinha 35,Portimão, Portugal","Portimão, Portugal",-8.5161632,37.12229546,Portimão,Portimão
513,CBC,"R. da Pedra 69,Portimão, Portugal","Portimão, Portugal",-8.5567799,37.145688,Portimão,Portimão
514,W-Wine Food and Friends,"Avenida tomás cabreira, edificio Rocha Mar, 3-4,Portimão, Portugal","Portimão, Portugal",-8.5424485,37.1184824,Portimão,Portimão
515,Casa de Sushi,"R. Dom Carlos I 8500,Portimão, Portugal","Portimão, Portugal",-8.53705068,37.13412538,Portimão,Portimão
516,Bella Pizzeria,"Rua Engenheiro Francisco Bivar, Edf. Columbia R/c,Portimão, Portugal","Portimão, Portugal",-8.53439903,37.13763428,Portimão,Portimão
517,Pote Cheio - Pizza & Bar,"R. Manuel José de Alvor 54,Portimão, Portugal","Portimão, Portugal",-8.53866527,37.13845204,Portimão,Portimão
518,The Irish Rover Bar and Grill,"Av. Tomás Cabreira 1,Portimão, Portugal","Portimão, Portugal",-8.5424389,37.1184751,Portimão,Portimão
519,Adris,"Av. Tomás Cabreira, edificio santa maria, Loja D,Portimão, Portugal","Portimão, Portugal",-8.54172615,37.11914925,Portimão,Portimão
520,Peixarada - Bacalhoada,"Lgo da Barca 10,Portimão, Portugal","Portimão, Portugal",-8.5329397,37.140029,Portimão,Portimão
521,Squash,"R. Eng. Francisco Bívar,Portimão, Portugal","Portimão, Portugal",-8.61411098,37.15970307,Portimão,Portimão
522,Meshua,"Av. das Comunidades Lusíadas,Portimão, Portugal","Portimão, Portugal",-8.54370328,37.11993882,Portimão,Portimão
523,"Paladar Ibérico - Tapas, Pinchos e Montaditos","R. Jaime Palhinha 1,Portimão, Portugal","Portimão, Portugal",-8.5438198,37.1272443,Portimão,Portimão
524,Restaurante F,"Avenida tomás cabreira, edificio falesia, loja 12,Portimão, Portugal","Portimão, Portugal",-8.5424902,37.1185881,Portimão,Portimão
525,Hamburgueria B&B,"R. dos Oceanos, Lote 4, Loja 5,Portimão, Portugal","Portimão, Portugal",-8.5364835,37.1229005,Portimão,Portimão
526,Churrasqueira Mursa,"Av. Tomás Cabreira, Edificio Guimar, Fracção 4, 1º Andar,Portimão, Portugal","Portimão, Portugal",-8.5428315,37.1188438,Portimão,Portimão
527,Restaurante Chefão Steak House,"Rua do Miradouro, Edífico Chefão, Praia da Rocha, Faro,Portimão, Portugal","Portimão, Portugal",-8.53727341,37.11909485,Portimão,Portimão
528,Amanti Pizza e Pasta,"Av. João Paulo II 1,Portimão, Portugal","Portimão, Portugal",-8.5499415,37.1291377,Portimão,Portimão
529,Faina,"Museu de Portimão, Zona Ribeirinha, Rua D. Carlos I,Portimão, Portugal","Portimão, Portugal",-8.59626291,37.12921352,Portimão,Portimão
530,Do Cais,"Riverfront, 8500-843 Portimao Faro,Portimão, Portugal","Portimão, Portugal",-8.53058243,37.11880493,Portimão,Portimão
531,Churrasqueira da Praça,"R. António Ferro,Portimão, Portugal","Portimão, Portugal",-9.20625595,38.74359885,Portimão,Portimão
532,Sunset Pizzeria,"Marina,Portimão, Portugal","Portimão, Portugal",-8.52849674,37.1151619,Portimão,Portimão
533,Carpe Diem Bistrô,"Praça da República 44,Portimão, Portugal","Portimão, Portugal",-7.4299171,39.2899396,Portimão,Portimão
534,La Gioconda (Praia da Rocha),"Avenida Tomás Cabreira, Edificio Torre da Rocha, loja 1,Portimão, Portugal","Portimão, Portugal",-8.5424389,37.1184751,Portimão,Portimão
535,Mãe Terra,"R. Dr. João Vitorino Mealha 7,Portimão, Portugal","Portimão, Portugal",-8.535468,37.1382585,Portimão,Portimão
536,T-Bone Tender Steakhouse & Premium Lounge,"Marina,Portimão, Portugal","Portimão, Portugal",-8.52849674,37.1151619,Portimão,Portimão
537,Sunset Plaza Real,"R. Dom Afonso V,Portimão, Portugal","Portimão, Portugal",-8.5457986,37.1241125,Portimão,Portimão
538,La Cucina di Marta - Ristorante e Pizzeria Italiana,"R. do Comércio 45,Portimão, Portugal","Portimão, Portugal",-8.5371571,37.1403913,Portimão,Portimão
539,Veranda,"R. da Vila Rosa 8,Portimão, Portugal","Portimão, Portugal",-8.5836198,37.1461082,Portimão,Portimão
540,Xarme - Restaurante & bar,"R. Afonso de Albuquerque 24,Portimão, Portugal","Portimão, Portugal",-8.5187684,37.1254934,Portimão,Portimão
541,Kame Sushi Bar,"R. do Mar,Portimão, Portugal","Portimão, Portugal",-8.53440708,37.11862867,Portimão,Portimão
542,Terrazza by La Gioconda,"Ed. Belo Horizonte, Av. Tomás Cabreira B,Portimão, Portugal","Portimão, Portugal",-8.53439903,37.13763428,Portimão,Portimão
543,Rei do Espeto - Grill & Bar,"R. António Feu 13,Portimão, Portugal","Portimão, Portugal",-8.5389801,37.11882805,Portimão,Portimão
544,Chef Malik Italian Restaurant,"Largo Gil Eanes 15,Portimão, Portugal","Portimão, Portugal",-8.614039,37.1571951,Portimão,Portimão
545,Aladino,"Av. Tomás Cabreira - Casino - Praia da Rocha,Portimão, Portugal","Portimão, Portugal",-8.54172676,37.11854902,Portimão,Portimão
546,Loki Restaurante,"R. Vasco Pires 6,Portimão, Portugal","Portimão, Portugal",-8.53316631,37.14032606,Portimão,Portimão
547,Churrasqueira do Vau,"Estrada do vau, ed. Coral do vau, loja 1 Loja 1,Portimão, Portugal","Portimão, Portugal",-8.55658504,37.12122856,Portimão,Portimão
548,Riverside,"Largo do Dique 8,Portimão, Portugal","Portimão, Portugal",-8.5350794,37.137232,Portimão,Portimão
549,Vinhos & Comidas,"Av. Tomás Cabreira, edificio casa da praia, loja 1,Portimão, Portugal","Portimão, Portugal",-8.5424389,37.1184751,Portimão,Portimão
550,Gaia - Chill & Grill ,"Av. Tomás Cabreira 21,Portimão, Portugal","Portimão, Portugal",-7.64687826,37.12442623,Portimão,Portimão
551,"Balance Cafe - Vegetariano, Vegan, Healthy","R. Dona Maria de Aragão e Castela 73,Portimão, Portugal","Portimão, Portugal",-8.5374963,37.1430365,Portimão,Portimão
552,Deck Marina Lounge,"Marina,Portimão, Portugal","Portimão, Portugal",-8.52849674,37.1151619,Portimão,Portimão
553,Cloque ao Mar,"Estrada do Vau, Sitio das mesas,Portimão, Portugal","Portimão, Portugal",-8.56886125,37.15421192,Portimão,Portimão
554,Artes & Sabores,"Av. João Paulo II,Portimão, Portugal","Portimão, Portugal",-8.55672681,37.12701278,Portimão,Portimão
555,Chico Maria,"R. das Flores 31,Portimão, Portugal","Portimão, Portugal",-8.5589241,37.1539063,Portimão,Portimão
556,Bistro Italiano,"Av. Tomás Cabreira, edificio concorde, loja 1,Portimão, Portugal","Portimão, Portugal",-8.5424389,37.1184751,Portimão,Portimão
557,PTM Downtown,"R. Dr. joao de Deus 2,Portimão, Portugal","Portimão, Portugal",-8.535241,37.1674881,Portimão,Portimão
558,Churrasqueira de Lagoa,"R. Primeiro de Dezembro 8400,Parchal, Portugal","Portimão, Portugal",-8.51864058,37.13782779,Parchal,Portimão
559,Borda do Cais,"R. Infante Santo 75,Ferragudo, Portugal","Portimão, Portugal",-8.5222143,37.1242523,Ferragudo,Portimão
560,Penha Longa Mercatto,"Estrada da Lagoa Azul 12,Sintra, Portugal","Sintra, Portugal",-9.39660303,38.76735427,Sintra,Sintra
561,Restaurante Santos Abrunheira,"2710-141,Sintra, Portugal","Sintra, Portugal",-9.35323906,38.77605438,Sintra,Sintra
562,Spices,"Penha Longa Resort- Estrada da Lagoa Azul,Sintra, Portugal","Sintra, Portugal",-9.40306665,38.7630263,Sintra,Sintra
563,Sushifashion Beloura,"Viela Beloura nr 6,Sintra, Portugal","Sintra, Portugal",-9.37124016,38.76393648,Sintra,Sintra
564,Caribbean Restaurante,"R. Pedreira 14b,Sintra, Portugal","Sintra, Portugal",-9.3891666,38.8157627,Sintra,Sintra
565,Maria Bojarda,"Praça Dom Afonso V,Sintra, Portugal","Sintra, Portugal",-9.38003801,38.80047453,Sintra,Sintra
566,LAB by Sergi Arola,"Estrada da Lagoa Azul 12,Sintra, Portugal","Sintra, Portugal",-9.39660303,38.76735427,Sintra,Sintra
567,Mamotto Sushi,"Avenida François Mitterrand - Urbanização Vale Flores - 30,Sintra, Portugal","Sintra, Portugal",-9.36338236,38.78838619,Sintra,Sintra
568,Tacho Real,"Rua da Ferraria, 4, Sintra-Vila,Sintra, Portugal","Sintra, Portugal",-9.39040345,38.79621739,Sintra,Sintra
569,CASA Restaurante Petiscaria Bar,"Rua Dom António Correia de Sá - 2,Sintra, Portugal","Sintra, Portugal",-9.39872635,38.8168542,Sintra,Sintra
570,Sabores do Mercado,"Rua Tomé de Barros Queirós ,15,Sintra, Portugal","Sintra, Portugal",-9.3810604,38.8035758,Sintra,Sintra
571,Arola,"Estrada da Lagoa Azul - 12,Sintra, Portugal","Sintra, Portugal",-9.39660303,38.76735427,Sintra,Sintra
572,Passione Pizza Sintra,"Avenida Heliodoro Salgado - 18,Sintra, Portugal","Sintra, Portugal",-9.3824131,38.8018807,Sintra,Sintra
573,Nova Hamburgueria,"Praceta Bartolomeu Perestrelo - Urbanização Vale Flores - 25 - Loja 3,Sintra, Portugal","Sintra, Portugal",-9.3538724,38.7864835,Sintra,Sintra
574,Hamburgueria da Ferraria,"Miradouro da Ferraria - 4,Sintra, Portugal","Sintra, Portugal",-9.3899737,38.7961925,Sintra,Sintra
575,Miranda Restaurant & Terrace Bar,"Praça da República,Sintra, Portugal","Sintra, Portugal",-9.39179552,38.79795316,Sintra,Sintra
576,Lawrence's Hotel,"Rua Consigliéri Pedroso 38-40,Sintra, Portugal","Sintra, Portugal",-9.39170874,38.79611627,Sintra,Sintra
577,Harko's,"Rua Serpa Pinto, 6,Sintra, Portugal","Sintra, Portugal",-9.3817643,38.7916445,Sintra,Sintra
578,Adega do Cozinheiro,"Rua do Salão - 16 - Galamares,Sintra, Portugal","Sintra, Portugal",-9.3750662,38.8613708,Sintra,Sintra
579,Sabores de Sintra,"R. 1º de Dezembro nº16/18,Sintra, Portugal","Sintra, Portugal",-9.4085143,38.9035887,Sintra,Sintra
580,Kodachi - Sintra,"Avenida Doutor Desidério Cambournac - 21,Sintra, Portugal","Sintra, Portugal",-9.3802075,38.802423,Sintra,Sintra
581,Tulhas,"R. Gil Vicente 4,Sintra, Portugal","Sintra, Portugal",-9.3913693,38.7962181,Sintra,Sintra
